new_who_as_id,file_name,old_who,new_who,old_parliamentary_group,new_parliamentary_group,old_role,new_role,old_position,new_position,additional_whitespace,changed_name,changed_parliamentary_group,changed_role,changed_position,substatial_modification
Manfred Richter (Bremerhaven),BT_12_168.xml,Manfred Richter (Bremerhaven) ,Manfred Richter (Bremerhaven),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dieter-Julius Cronenberg (Arnsberg),BT_12_168.xml,Dieter-Julius Cronenberg (Arnsberg) ,Dieter-Julius Cronenberg (Arnsberg),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hermann Otto Solms,BT_12_168.xml,Hermann Otto Solms ,Hermann Otto Solms,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hermann Otto Soims,BT_12_168.xml,Hermann Otto Soims ,Hermann Otto Soims,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gisela Babel,BT_12_168.xml,Gisela Babel ,Gisela Babel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Weng (Gerlingen),BT_12_168.xml,Wolfgang Weng (Gerlingen) ,Wolfgang Weng (Gerlingen),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Rudolf Karl Krause (Bonese),BT_12_168.xml,Rudolf Karl Krause (Bonese) ,Rudolf Karl Krause (Bonese),fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Margret Funke-Schmitt-Rink,BT_12_168.xml,Margret Funke-Schmitt-Rink ,Margret Funke-Schmitt-Rink,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Josef Grünbeck,BT_12_168.xml,Josef Grünbeck ,Josef Grünbeck,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ortwin Lowack,BT_12_168.xml,Ortwin Lowack ,Ortwin Lowack,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Hirsch,BT_12_168.xml,Burkhard Hirsch ,Burkhard Hirsch,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Günther Bredehorn,BT_12_168.xml,Günther Bredehorn ,Günther Bredehorn,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Günther Bredehom,BT_12_168.xml,Günther Bredehom ,Günther Bredehom,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Birgit Homburger,BT_12_168.xml,Birgit Homburger ,Birgit Homburger,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dirk Hansen,BT_12_168.xml,Dirk Hansen ,Dirk Hansen,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Hirsch,BT_12_169.xml,Burkhard Hirsch ,Burkhard Hirsch,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hans-Joachim Otto (Frankfurt),BT_12_169.xml,Hans-Joachim Otto (Frankfurt) ,Hans-Joachim Otto (Frankfurt),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Detlef Kleinert (Hannover),BT_12_169.xml,Detlef Kleinert (Hannover) ,Detlef Kleinert (Hannover),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Irmer,BT_12_169.xml,Ulrich Irmer ,Ulrich Irmer,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich lrmer,BT_12_169.xml,Ulrich lrmer ,Ulrich lrmer,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_169.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ortwin Lowack,BT_12_169.xml,Ortwin Lowack ,Ortwin Lowack,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Otto Graf Lambsdorff,BT_12_169.xml,Otto Graf Lambsdorff ,Otto Graf Lambsdorff,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ingrid Köppe,BT_12_170.xml,Ingrid Köppe ,Ingrid Köppe,BÜNDNIS 90/DIE GRÜNEN,GRUENE,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Manfred Richter (Bremerhaven),BT_12_170.xml,Manfred Richter (Bremerhaven) ,Manfred Richter (Bremerhaven),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Hirsch,BT_12_170.xml,Burkhard Hirsch ,Burkhard Hirsch,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_170.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Detlef Kleinert (Hannover),BT_12_170.xml,Detlef Kleinert (Hannover) ,Detlef Kleinert (Hannover),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Weng (Gerlingen),BT_12_171.xml,Wolfgang Weng (Gerlingen) ,Wolfgang Weng (Gerlingen),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hans H. Gattermann,BT_12_171.xml,Hans H. Gattermann ,Hans H. Gattermann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hermann Rind,BT_12_171.xml,Hermann Rind ,Hermann Rind,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Georg Gallus,BT_12_171.xml,Georg Gallus ,Georg Gallus,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_171.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hermann Otto Solms,BT_12_172.xml,Hermann Otto Solms ,Hermann Otto Solms,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Helmut Schäfer (Mainz),BT_12_172.xml,Helmut Schäfer (Mainz) ,Helmut Schäfer (Mainz),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ortwin Lowack,BT_12_172.xml,Ortwin Lowack ,Ortwin Lowack,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_172.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Norbert Eimer (Fürth),BT_12_172.xml,Norbert Eimer (Fürth) ,Norbert Eimer (Fürth),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Uta Würfel,BT_12_172.xml,Uta Würfel ,Uta Würfel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Carl-Ludwig Thiele,BT_12_172.xml,Carl-Ludwig Thiele ,Carl-Ludwig Thiele,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Karl-Hans Laermann,BT_12_172.xml,Karl-Hans Laermann ,Karl-Hans Laermann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Werner Zywietz,BT_12_172.xml,Werner Zywietz ,Werner Zywietz,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Otto Graf Lambsdorff,BT_12_173.xml,Otto Graf Lambsdorff ,Otto Graf Lambsdorff,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_173.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Weng (Gerlingen),BT_12_173.xml,Wolfgang Weng (Gerlingen) ,Wolfgang Weng (Gerlingen),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gisela Babel,BT_12_173.xml,Gisela Babel ,Gisela Babel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Rudolf Karl Krause (Bonese),BT_12_173.xml,Rudolf Karl Krause (Bonese) ,Rudolf Karl Krause (Bonese),fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Werner Zywietz,BT_12_173.xml,Werner Zywietz ,Werner Zywietz,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Günther Bredehorn,BT_12_173.xml,Günther Bredehorn ,Günther Bredehorn,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Sigrid Hoth,BT_12_173.xml,Sigrid Hoth ,Sigrid Hoth,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Sigrig Hoth,BT_12_173.xml,Sigrig Hoth ,Sigrig Hoth,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Bruno Menzel,BT_12_173.xml,Bruno Menzel ,Bruno Menzel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerhart Rudolf Baum,BT_12_173.xml,Gerhart Rudolf Baum ,Gerhart Rudolf Baum,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Walter Hitschler,BT_12_173.xml,Walter Hitschler ,Walter Hitschler,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Carl-Ludwig Thiele,BT_12_173.xml,Carl-Ludwig Thiele ,Carl-Ludwig Thiele,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Walther Hitschler,BT_12_173.xml,Walther Hitschler ,Walther Hitschler,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Jürgen Timm,BT_12_173.xml,Jürgen Timm ,Jürgen Timm,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Hirsch,BT_12_174.xml,Burkhard Hirsch ,Burkhard Hirsch,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ina Albowitz,BT_12_174.xml,Ina Albowitz ,Ina Albowitz,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ingrid Köppe,BT_12_174.xml,Ingrid Köppe ,Ingrid Köppe,BÜNDNIS 90/DIE GRÜNEN,GRUENE,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Weng (Gerlingen),BT_12_174.xml,Wolfgang Weng (Gerlingen) ,Wolfgang Weng (Gerlingen),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Rudolf Karl Krause (Bonese),BT_12_174.xml,Rudolf Karl Krause (Bonese) ,Rudolf Karl Krause (Bonese),fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Detlef Kleinert (Hannover),BT_12_174.xml,Detlef Kleinert (Hannover) ,Detlef Kleinert (Hannover),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Detlef Kleinert,BT_12_174.xml,Detlef Kleinert ,Detlef Kleinert,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Klaus Beckmann,BT_12_175.xml,Klaus Beckmann ,Klaus Beckmann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Uta Würfel,BT_12_175.xml,Uta Würfel ,Uta Würfel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Echternach,BT_12_175.xml,Jürgen Echternach,Echternach,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Christoph Schnittler,BT_12_175.xml,Christoph Schnittler ,Christoph Schnittler,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Weng (Gerlingen),BT_12_175.xml,Wolfgang Weng (Gerlingen) ,Wolfgang Weng (Gerlingen),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Weng (Geringen),BT_12_175.xml,Wolfgang Weng (Geringen) ,Wolfgang Weng (Geringen),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Lüder,BT_12_175.xml,Wolfgang Lüder ,Wolfgang Lüder,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Hirsch,BT_12_175.xml,Burkhard Hirsch ,Burkhard Hirsch,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dirk Hansen,BT_12_175.xml,Dirk Hansen ,Dirk Hansen,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Karlheinz Guttmacher,BT_12_175.xml,Karlheinz Guttmacher ,Karlheinz Guttmacher,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Jürgen W. Möllemann,BT_12_176.xml,Jürgen W. Möllemann ,Jürgen W. Möllemann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ortwin Lowack,BT_12_176.xml,Ortwin Lowack ,Ortwin Lowack,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dirk Hansen,BT_12_176.xml,Dirk Hansen ,Dirk Hansen,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Christoph Schnittler,BT_12_176.xml,Christoph Schnittler ,Christoph Schnittler,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Hirsch,BT_12_176.xml,Burkhard Hirsch ,Burkhard Hirsch,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Jürgen Schmieder,BT_12_176.xml,Jürgen Schmieder ,Jürgen Schmieder,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ingrid Köppe,BT_12_176.xml,Ingrid Köppe ,Ingrid Köppe,BÜNDNIS 90/DIE GRÜNEN,GRUENE,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Heinrich,BT_12_176.xml,Ulrich Heinrich ,Ulrich Heinrich,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Georg Gallus,BT_12_176.xml,Georg Gallus ,Georg Gallus,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gisela Babel,BT_12_176.xml,Gisela Babel ,Gisela Babel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hermann Otto Solms,BT_12_176.xml,Hermann Otto Solms ,Hermann Otto Solms,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Josef Grünbeck,BT_12_176.xml,Josef Grünbeck ,Josef Grünbeck,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Birgit Homburger,BT_12_176.xml,Birgit Homburger ,Birgit Homburger,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich lrmer,BT_12_176.xml,Ulrich lrmer ,Ulrich lrmer,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Helmut Schäfer (Mainz),BT_12_176.xml,Helmut Schäfer (Mainz) ,Helmut Schäfer (Mainz),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Zurheide,BT_12_176.xml,Burkhard Zurheide ,Burkhard Zurheide,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Rudolf Karl Krause (Bonese),BT_12_176.xml,Rudolf Karl Krause (Bonese) ,Rudolf Karl Krause (Bonese),fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Olaf Feldmann,BT_12_176.xml,Olaf Feldmann ,Olaf Feldmann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Lüder,BT_12_176.xml,Wolfgang Lüder ,Wolfgang Lüder,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Jürgen Türk,BT_12_176.xml,Jürgen Türk ,Jürgen Türk,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dieter Thomae,BT_12_176.xml,Dieter Thomae ,Dieter Thomae,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerhart Rudolf Baum,BT_12_176.xml,Gerhart Rudolf Baum ,Gerhart Rudolf Baum,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Manfred Richter (Bremerhaven),BT_12_176.xml,Manfred Richter (Bremerhaven) ,Manfred Richter (Bremerhaven),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Mischnick,BT_12_177.xml,Wolfgang Mischnick ,Wolfgang Mischnick,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Hirsch,BT_12_177.xml,Burkhard Hirsch ,Burkhard Hirsch,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Irmer,BT_12_177.xml,Ulrich Irmer ,Ulrich Irmer,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Helmut Schäfer (Mainz),BT_12_177.xml,Helmut Schäfer (Mainz) ,Helmut Schäfer (Mainz),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Rudolf Karl Krause (Bonese),BT_12_177.xml,Rudolf Karl Krause (Bonese) ,Rudolf Karl Krause (Bonese),fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ingrid Köppe,BT_12_177.xml,Ingrid Köppe ,Ingrid Köppe,BÜNDNIS 90/DIE GRÜNEN,GRUENE,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Walter Hitschler,BT_12_177.xml,Walter Hitschler ,Walter Hitschler,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Zurheide,BT_12_177.xml,Burkhard Zurheide ,Burkhard Zurheide,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Josef Grünbeck,BT_12_178.xml,Josef Grünbeck ,Josef Grünbeck,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Klaus Beckmann,BT_12_178.xml,Klaus Beckmann ,Klaus Beckmann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Paul K. Friedhoff,BT_12_178.xml,Paul K. Friedhoff ,Paul K. Friedhoff,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Margret Funke-Schmitt-Rink,BT_12_178.xml,Margret Funke-Schmitt-Rink ,Margret Funke-Schmitt-Rink,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Manfred Richter (Bremerhaven),BT_12_179.xml,Manfred Richter (Bremerhaven) ,Manfred Richter (Bremerhaven),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Paul K. Friedhoff,BT_12_179.xml,Paul K. Friedhoff ,Paul K. Friedhoff,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Carl-Ludwig Thiele,BT_12_179.xml,Carl-Ludwig Thiele ,Carl-Ludwig Thiele,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Margret Funke-Schmitt-Rink,BT_12_179.xml,Margret Funke-Schmitt-Rink ,Margret Funke-Schmitt-Rink,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Rudolf Karl Krause (Bonese),BT_12_179.xml,Rudolf Karl Krause (Bonese) ,Rudolf Karl Krause (Bonese),fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Walter Hitschler,BT_12_179.xml,Walter Hitschler ,Walter Hitschler,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Klaus Beckmann,BT_12_179.xml,Klaus Beckmann ,Klaus Beckmann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Karl-Hans Laermann,BT_12_179.xml,Karl-Hans Laermann ,Karl-Hans Laermann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dieter-Julius Cronenberg (Arnsberg),BT_12_179.xml,Dieter-Julius Cronenberg (Arnsberg) ,Dieter-Julius Cronenberg (Arnsberg),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Bruno Menzel,BT_12_179.xml,Bruno Menzel ,Bruno Menzel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Eva Pohl,BT_12_179.xml,Eva Pohl ,Eva Pohl,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Manfred Richter (Bremerhaven),BT_12_180.xml,Manfred Richter (Bremerhaven) ,Manfred Richter (Bremerhaven),F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_180.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gisela Babel,BT_12_180.xml,Gisela Babel ,Gisela Babel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dieter Thomae,BT_12_180.xml,Dieter Thomae ,Dieter Thomae,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Karl-Hans Laermann,BT_12_180.xml,Karl-Hans Laermann ,Karl-Hans Laermann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wolfgang Lüder,BT_12_180.xml,Wolfgang Lüder ,Wolfgang Lüder,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Jürgen Koppelin,BT_12_180.xml,Jürgen Koppelin ,Jürgen Koppelin,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Jürgen Koppelin,BT_12_181.xml,Jürgen Koppelin ,Jürgen Koppelin,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Helmut Haussmann,BT_12_181.xml,Helmut Haussmann ,Helmut Haussmann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burkhard Zurheide,BT_12_181.xml,Burkhard Zurheide ,Burkhard Zurheide,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_181.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ortwin Lowack,BT_12_181.xml,Ortwin Lowack ,Ortwin Lowack,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Uta Würfel,BT_12_181.xml,Uta Würfel ,Uta Würfel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Echternach,BT_12_181.xml,Jürgen Echternach,Echternach,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Wolfgang Lüder,BT_12_182.xml,Wolfgang Lüder ,Wolfgang Lüder,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Otto Graf Lambsdorff,BT_12_182.xml,Otto Graf Lambsdorff ,Otto Graf Lambsdorff,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Georg Gallus,BT_12_182.xml,Georg Gallus ,Georg Gallus,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Margret Funke-Schmitt-Rink,BT_12_182.xml,Margret Funke-Schmitt-Rink ,Margret Funke-Schmitt-Rink,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ulrich Briefs,BT_12_182.xml,Ulrich Briefs ,Ulrich Briefs,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Rudolf Karl Krause (Bonese),BT_12_182.xml,Rudolf Karl Krause (Bonese) ,Rudolf Karl Krause (Bonese),fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ortwin Lowack,BT_12_182.xml,Ortwin Lowack ,Ortwin Lowack,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Jürgen Koppelin,BT_12_182.xml,Jürgen Koppelin ,Jürgen Koppelin,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gisela Babel,BT_12_182.xml,Gisela Babel ,Gisela Babel,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Klaus Beckmann,BT_12_182.xml,Klaus Beckmann ,Klaus Beckmann,F.D.P.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
